id,name,gender,dob,image_url,description,analysis,level,program,created_at,cgpa
164,Hassan Bin_164,Other,1999-01-21,https://api.example.com/avatar/164.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.708715,
165,Aisha Kumar_165,Male,2006-04-08,https://api.example.com/avatar/165.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.708908,
166,Ahmad Tan_166,Female,1999-10-04,https://api.example.com/avatar/166.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.709143,
167,Chun Lee_167,Male,1998-05-15,https://api.example.com/avatar/167.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.709323,
168,Siti Ng_168,Other,2002-11-06,https://api.example.com/avatar/168.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.709503,
169,Ibrahim Tan_169,Male,2006-05-04,https://api.example.com/avatar/169.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.709760,
170,Aisha Ng_170,Male,2000-12-19,https://api.example.com/avatar/170.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.709953,
171,Hassan Tan_171,Male,2002-04-06,https://api.example.com/avatar/171.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.710192,
172,Lim Lee_172,Male,2005-05-05,https://api.example.com/avatar/172.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.710359,
173,Siti Lee_173,Male,2002-02-20,https://api.example.com/avatar/173.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.710612,
174,Ibrahim Smith_174,Female,2003-03-21,https://api.example.com/avatar/174.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.710853,
175,Siti Tan_175,Female,2005-02-24,https://api.example.com/avatar/175.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.711131,
176,Ali Lee_176,Male,2004-06-20,https://api.example.com/avatar/176.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.711313,
177,Chun Wong_177,Other,1998-07-09,https://api.example.com/avatar/177.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.711548,
178,Siti Tan_178,Male,2001-12-17,https://api.example.com/avatar/178.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.711735,
179,Wei Bin_179,Male,2004-01-28,https://api.example.com/avatar/179.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.711981,
180,Wei Bin_180,Male,2006-05-21,https://api.example.com/avatar/180.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.712235,
181,Hassan Bin_181,Male,2006-12-30,https://api.example.com/avatar/181.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.712480,
182,Ahmad Kumar_182,Female,2005-10-22,https://api.example.com/avatar/182.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.712716,
183,Chun Smith_183,Female,2005-01-09,https://api.example.com/avatar/183.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.713009,
184,Wei Binti_184,Female,2003-11-16,https://api.example.com/avatar/184.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.713218,
185,John Lim_185,Other,2005-11-25,https://api.example.com/avatar/185.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.713383,
186,Ahmad Bin_186,Male,2003-01-09,https://api.example.com/avatar/186.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.713513,
187,Ahmad Bin_187,Other,1997-02-10,https://api.example.com/avatar/187.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.713708,
188,John Hussein_188,Female,1998-02-04,https://api.example.com/avatar/188.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.713903,
189,John Kumar_189,Other,2006-11-26,https://api.example.com/avatar/189.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.714157,
190,Ali Ng_190,Female,2003-12-11,https://api.example.com/avatar/190.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.714419,
191,Ahmad Wong_191,Male,2006-08-30,https://api.example.com/avatar/191.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.714659,
192,Wei Tan_192,Female,1998-03-26,https://api.example.com/avatar/192.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.714907,
193,Mary Lim_193,Male,1999-01-17,https://api.example.com/avatar/193.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.715179,
194,Sofia Lim_194,Other,2005-11-16,https://api.example.com/avatar/194.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.715374,
195,Siti Kumar_195,Male,2002-09-05,https://api.example.com/avatar/195.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.715626,
196,Sofia Lim_196,Other,2003-03-08,https://api.example.com/avatar/196.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.715755,
197,Mary Wong_197,Male,1999-02-07,https://api.example.com/avatar/197.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.715991,
198,Ahmad Binti_198,Female,2000-11-14,https://api.example.com/avatar/198.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.716244,
199,Ahmad Hussein_199,Male,2007-04-05,https://api.example.com/avatar/199.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.716434,
200,Chun Kumar_200,Male,2002-09-14,https://api.example.com/avatar/200.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.716540,
201,Nur Ng_201,Other,2003-12-30,https://api.example.com/avatar/201.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.716725,
202,Hassan Lim_202,Female,2000-10-02,https://api.example.com/avatar/202.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.716919,
203,Ali Binti_203,Female,2000-03-12,https://api.example.com/avatar/203.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.717186,
204,Hassan Kumar_204,Male,1998-05-06,https://api.example.com/avatar/204.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.717432,
205,Ali Kumar_205,Female,2002-09-16,https://api.example.com/avatar/205.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.717608,
206,Ali Kumar_206,Female,2006-07-11,https://api.example.com/avatar/206.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.717717,
207,Siti Ng_207,Male,2002-07-25,https://api.example.com/avatar/207.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.717904,
208,Hassan Lee_208,Male,2006-10-27,https://api.example.com/avatar/208.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.718086,
209,Mary Smith_209,Other,1999-07-27,https://api.example.com/avatar/209.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.718299,
210,Chun Smith_210,Female,2001-05-24,https://api.example.com/avatar/210.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.718544,
211,Ali Bin_211,Female,2003-06-04,https://api.example.com/avatar/211.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.718752,
212,Siti Hussein_212,Female,2001-05-05,https://api.example.com/avatar/212.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.718943,
213,Chun Smith_213,Male,1999-08-14,https://api.example.com/avatar/213.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.719096,
214,Ahmad Binti_214,Female,2006-12-03,https://api.example.com/avatar/214.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.719296,
215,Ali Ng_215,Male,2006-09-22,https://api.example.com/avatar/215.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.719510,
216,Ibrahim Wong_216,Female,2003-12-14,https://api.example.com/avatar/216.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.719678,
217,Ibrahim Tan_217,Male,2004-06-24,https://api.example.com/avatar/217.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.719843,
218,Wei Lim_218,Male,1997-01-05,https://api.example.com/avatar/218.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.719977,
219,Mary Smith_219,Male,2006-10-27,https://api.example.com/avatar/219.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.720178,
220,Mary Lee_220,Other,1999-02-05,https://api.example.com/avatar/220.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.720388,
221,Wei Lee_221,Male,2007-01-25,https://api.example.com/avatar/221.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.720639,
222,Ahmad Tan_222,Female,2001-11-20,https://api.example.com/avatar/222.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.720814,
223,Hassan Lim_223,Female,1997-01-29,https://api.example.com/avatar/223.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.721052,
224,Siti Hussein_224,Female,1997-01-17,https://api.example.com/avatar/224.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.721205,
225,Aisha Smith_225,Male,1997-07-08,https://api.example.com/avatar/225.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.721348,
226,Aisha Binti_226,Female,2006-03-04,https://api.example.com/avatar/226.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.721493,
227,Sofia Lim_227,Male,2005-03-01,https://api.example.com/avatar/227.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.721660,
228,Ibrahim Wong_228,Other,2001-02-02,https://api.example.com/avatar/228.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.721898,
229,Chun Hussein_229,Male,2006-05-17,https://api.example.com/avatar/229.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.722106,
230,Wei Bin_230,Male,2002-08-11,https://api.example.com/avatar/230.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.722286,
231,Chun Lim_231,Male,2003-10-21,https://api.example.com/avatar/231.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.722535,
232,Sofia Hussein_232,Female,1998-07-05,https://api.example.com/avatar/232.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.722786,
233,Ahmad Tan_233,Male,1997-10-18,https://api.example.com/avatar/233.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.723048,
234,Ali Lee_234,Female,2005-09-26,https://api.example.com/avatar/234.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.723154,
235,Ali Bin_235,Male,1997-03-13,https://api.example.com/avatar/235.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.723355,
236,Wei Hussein_236,Male,2001-08-11,https://api.example.com/avatar/236.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.723506,
237,Ahmad Lim_237,Other,1999-11-20,https://api.example.com/avatar/237.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.723648,
238,John Lee_238,Female,2000-11-20,https://api.example.com/avatar/238.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.723876,
239,Sofia Ng_239,Male,1998-06-11,https://api.example.com/avatar/239.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.724046,
240,Ahmad Smith_240,Female,2006-06-10,https://api.example.com/avatar/240.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.724205,
241,Mary Smith_241,Female,2000-09-30,https://api.example.com/avatar/241.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.724369,
242,Aisha Bin_242,Other,2001-04-22,https://api.example.com/avatar/242.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.724556,
243,Wei Ng_243,Male,1999-12-18,https://api.example.com/avatar/243.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.724725,
244,Ibrahim Binti_244,Other,1997-04-18,https://api.example.com/avatar/244.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.724947,
245,Ahmad Bin_245,Male,2007-07-03,https://api.example.com/avatar/245.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.725059,
246,Mary Wong_246,Other,1998-12-22,https://api.example.com/avatar/246.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.725276,
247,Wei Binti_247,Female,2004-11-08,https://api.example.com/avatar/247.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.725482,
248,Nur Bin_248,Female,2006-04-01,https://api.example.com/avatar/248.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.725627,
249,Hassan Smith_249,Other,1998-06-26,https://api.example.com/avatar/249.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.725783,
250,John Lee_250,Male,2003-07-13,https://api.example.com/avatar/250.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.725990,
251,John Kumar_251,Female,1999-08-20,https://api.example.com/avatar/251.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.726083,
252,John Bin_252,Female,2005-07-31,https://api.example.com/avatar/252.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.726245,
253,Sofia Tan_253,Male,2001-05-22,https://api.example.com/avatar/253.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.726487,
254,John Lee_254,Other,1997-05-27,https://api.example.com/avatar/254.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.726742,
255,Ali Lim_255,Female,1998-05-05,https://api.example.com/avatar/255.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.726917,
256,Hassan Wong_256,Female,1999-10-04,https://api.example.com/avatar/256.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.727088,
257,Aisha Hussein_257,Male,1997-08-11,https://api.example.com/avatar/257.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.727291,
258,Siti Ng_258,Male,2005-09-16,https://api.example.com/avatar/258.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.727504,
259,Lim Tan_259,Male,2004-07-19,https://api.example.com/avatar/259.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.727665,
260,Ali Wong_260,Other,1997-11-25,https://api.example.com/avatar/260.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.727763,
261,Chun Wong_261,Female,2007-02-23,https://api.example.com/avatar/261.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.727851,
262,Hassan Hussein_262,Other,2001-02-17,https://api.example.com/avatar/262.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.728051,
263,Mary Wong_263,Other,2001-07-13,https://api.example.com/avatar/263.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.728245,
264,Sofia Smith_264,Female,1996-12-21,https://api.example.com/avatar/264.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.728390,
265,Hassan Lim_265,Other,1998-12-16,https://api.example.com/avatar/265.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.728623,
266,Chun Wong_266,Other,2004-07-22,https://api.example.com/avatar/266.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.728769,
267,Siti Ng_267,Female,1999-10-03,https://api.example.com/avatar/267.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.728909,
268,Ahmad Binti_268,Male,2004-12-11,https://api.example.com/avatar/268.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.729069,
269,Ibrahim Bin_269,Male,2003-04-14,https://api.example.com/avatar/269.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.729233,
270,Mary Smith_270,Male,1996-12-02,https://api.example.com/avatar/270.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.729403,
271,Sofia Kumar_271,Female,2003-02-22,https://api.example.com/avatar/271.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.729567,
272,Mary Tan_272,Other,2005-05-20,https://api.example.com/avatar/272.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.729719,
273,Aisha Wong_273,Other,2006-08-02,https://api.example.com/avatar/273.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.729871,
274,Ahmad Smith_274,Male,2007-04-06,https://api.example.com/avatar/274.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.730069,
275,Lim Binti_275,Male,2007-11-09,https://api.example.com/avatar/275.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.730222,
276,Ibrahim Tan_276,Male,2004-07-18,https://api.example.com/avatar/276.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.730382,
277,Aisha Kumar_277,Female,2003-10-10,https://api.example.com/avatar/277.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.730585,
278,Chun Kumar_278,Male,2003-02-18,https://api.example.com/avatar/278.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.730736,
279,Siti Kumar_279,Male,2002-09-23,https://api.example.com/avatar/279.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.730885,
280,Ibrahim Smith_280,Female,2006-07-27,https://api.example.com/avatar/280.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.731076,
281,Ali Smith_281,Female,2007-03-31,https://api.example.com/avatar/281.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.731212,
282,Mary Binti_282,Female,2005-10-19,https://api.example.com/avatar/282.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.731362,
283,Ahmad Ng_283,Other,1997-02-27,https://api.example.com/avatar/283.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.731567,
284,Ibrahim Lim_284,Other,1997-12-24,https://api.example.com/avatar/284.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.731766,
285,Nur Wong_285,Male,2003-06-03,https://api.example.com/avatar/285.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.731968,
286,John Bin_286,Other,2006-08-14,https://api.example.com/avatar/286.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.732121,
287,Mary Tan_287,Other,2007-02-16,https://api.example.com/avatar/287.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.732218,
288,Ali Lee_288,Female,2001-10-09,https://api.example.com/avatar/288.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.732322,
289,John Lee_289,Other,2002-04-08,https://api.example.com/avatar/289.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.732476,
290,Ali Smith_290,Other,2007-01-27,https://api.example.com/avatar/290.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.732571,
291,Sofia Hussein_291,Male,2004-05-26,https://api.example.com/avatar/291.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.732669,
292,Wei Hussein_292,Other,2003-03-15,https://api.example.com/avatar/292.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.732808,
293,Wei Bin_293,Other,1998-05-25,https://api.example.com/avatar/293.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.732963,
294,Siti Ng_294,Female,2000-02-29,https://api.example.com/avatar/294.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.733118,
295,Aisha Lee_295,Male,1998-08-26,https://api.example.com/avatar/295.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.733272,
296,Wei Hussein_296,Female,2007-05-24,https://api.example.com/avatar/296.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.733382,
297,Aisha Ng_297,Female,2006-01-21,https://api.example.com/avatar/297.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.733598,
298,Lim Lim_298,Female,2006-03-27,https://api.example.com/avatar/298.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.733758,
299,Ahmad Kumar_299,Male,2004-11-10,https://api.example.com/avatar/299.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.733924,
300,John Ng_300,Other,2000-05-19,https://api.example.com/avatar/300.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.734150,
301,John Binti_301,Male,2002-04-28,https://api.example.com/avatar/301.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.734382,
302,Ahmad Ng_302,Male,2001-07-26,https://api.example.com/avatar/302.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.734618,
303,Hassan Bin_303,Female,2000-05-02,https://api.example.com/avatar/303.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.734799,
304,Sofia Bin_304,Female,1997-08-01,https://api.example.com/avatar/304.jpg,,{},Degree,Bachelor in Software Engineering (Honours),2025-11-14T17:18:11.735053,
305,Ahmad Lim_305,Other,2006-02-01,https://api.example.com/avatar/305.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.735305,
306,Siti Tan_306,Male,1998-06-24,https://api.example.com/avatar/306.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.735491,
307,Ahmad Smith_307,Other,1997-04-05,https://api.example.com/avatar/307.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.735674,
308,Siti Binti_308,Other,2007-05-13,https://api.example.com/avatar/308.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.735946,
309,Siti Lee_309,Male,2003-06-16,https://api.example.com/avatar/309.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.736070,
310,Hassan Lim_310,Female,2001-05-05,https://api.example.com/avatar/310.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.736244,
311,Aisha Tan_311,Female,2000-08-24,https://api.example.com/avatar/311.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.736355,
312,John Tan_312,Female,2005-08-04,https://api.example.com/avatar/312.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.736537,
313,Aisha Hussein_313,Other,2002-01-11,https://api.example.com/avatar/313.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.736775,
314,Mary Tan_314,Female,2003-01-21,https://api.example.com/avatar/314.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.736873,
315,Hassan Hussein_315,Male,2001-12-04,https://api.example.com/avatar/315.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.737000,
316,Sofia Kumar_316,Other,2007-07-26,https://api.example.com/avatar/316.jpg,,{},Diploma,Diploma in Information Technology,2025-11-14T17:18:11.737225,
317,Sofia Tan_317,Female,1999-06-04,https://api.example.com/avatar/317.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.737374,
318,Sofia Smith_318,Male,2002-06-09,https://api.example.com/avatar/318.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.737535,
319,Chun Kumar_319,Male,1998-12-14,https://api.example.com/avatar/319.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.737691,
320,John Hussein_320,Female,2005-06-03,https://api.example.com/avatar/320.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.737858,
321,Mary Bin_321,Male,1998-12-26,https://api.example.com/avatar/321.jpg,,{},Degree,Bachelor in Computer Science (Honours) (Artificial Intelligence),2025-11-14T17:18:11.738071,
322,Lim Smith_322,Male,2003-03-27,https://api.example.com/avatar/322.jpg,,{},Diploma,Diploma in Computer Science,2025-11-14T17:18:11.738282,
323,Siti Tan_323,Male,2005-07-11,https://api.example.com/avatar/323.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.738389,
324,Siti Hussein_324,Male,2002-08-22,https://api.example.com/avatar/324.jpg,,{},Degree,Bachelor of Information Technology (Hons),2025-11-14T17:18:11.738659,
325,Mary Kumar_325,Other,2002-07-09,https://api.example.com/avatar/325.jpg,,{},Degree,Bachelor of Computer Science (Honours) (Data Science),2025-11-14T17:18:11.738861,
326,Sofia Tan_326,Other,2002-09-24,https://api.example.com/avatar/326.jpg,,{},Degree,Bachelor of Software Engineering (Honours) (Application Development) ODL,2025-11-14T17:18:11.739074,
327,Ahmad Hussein_327,Male,2006-05-11,https://api.example.com/avatar/327.jpg,,{},Degree,Bachelor of Information Technology (Hons) (Internet Engineering and Cloud Computing),2025-11-14T17:18:11.739292,
328,Ahmad Smith_328,Male,2003-02-18,https://api.example.com/avatar/328.jpg,,{},Degree,Bachelor in Information Technology (Cybersecurity) (Honours),2025-11-14T17:18:11.739536,
